adm0_name,adm1_name,adm2_name,dot_name,year,cbr,pop_total,ri_eff,dpt3,reff_random_effect,sia_random_effect,prop_underwt
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2017,32.7,377485,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2018,32.1,386354,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2019,31.6,395222,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2020,31.0,404090,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2021,30.7,412959,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2022,30.4,421827,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2023,30.1,430696,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2024,29.7,439564,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2025,29.4,448433,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2026,29.1,457687,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2027,28.8,467326,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2028,28.4,476580,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2029,28.1,485834,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2030,27.8,495474,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2031,27.4,504728,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2032,27.0,514367,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2033,26.6,524007,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2034,26.3,533646,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2035,25.9,543286,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2036,25.5,552540,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2037,25.1,562180,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2038,24.7,571434,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,MARU,AFRO:NIGERIA:ZAMFARA:MARU,2039,24.3,581073,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2010,37.8,132015,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2011,37.0,135736,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2012,36.2,139619,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2013,35.4,143340,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2014,34.6,147223,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2015,33.8,151106,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2016,33.3,154665,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2017,32.7,158386,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2018,32.1,162107,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2019,31.6,165828,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2020,31.0,169549,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2021,30.7,173270,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2022,30.4,176991,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2023,30.1,180712,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2024,29.7,184433,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2025,29.4,188154,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2026,29.1,192037,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2027,28.8,196082,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2028,28.4,199965,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2029,28.1,203847,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2030,27.8,207892,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2031,27.4,211775,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2032,27.0,215819,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2033,26.6,219864,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2034,26.3,223909,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2035,25.9,227953,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2036,25.5,231836,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2037,25.1,235881,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2038,24.7,239763,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,SHINKAFI,AFRO:NIGERIA:ZAMFARA:SHINKAFI,2039,24.3,243808,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2010,37.8,250959,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2011,37.0,258033,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2012,36.2,265414,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2013,35.4,272488,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2014,34.6,279869,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2015,33.8,287250,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2016,33.3,294016,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2017,32.7,301090,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2018,32.1,308164,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2019,31.6,315237,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2020,31.0,322311,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2021,30.7,329384,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2022,30.4,336458,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2023,30.1,343532,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2024,29.7,350605,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2025,29.4,357679,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2026,29.1,365060,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2027,28.8,372749,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2028,28.4,380130,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2029,28.1,387511,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2030,27.8,395200,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2031,27.4,402581,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2032,27.0,410270,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2033,26.6,417959,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2034,26.3,425647,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2035,25.9,433336,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2036,25.5,440717,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2037,25.1,448406,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2038,24.7,455787,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TALATA_MAFARA,AFRO:NIGERIA:ZAMFARA:TALATA_MAFARA,2039,24.3,463476,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2010,37.8,243850,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2011,37.0,250724,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2012,36.2,257896,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2013,35.4,264769,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2014,34.6,271941,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2015,33.8,279113,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2016,33.3,285688,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2017,32.7,292561,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2018,32.1,299434,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2019,31.6,306307,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2020,31.0,313181,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2021,30.7,320054,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2022,30.4,326927,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2023,30.1,333800,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2024,29.7,340674,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2025,29.4,347547,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2026,29.1,354719,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2027,28.8,362190,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2028,28.4,369362,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2029,28.1,376534,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2030,27.8,384005,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2031,27.4,391177,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2032,27.0,398648,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2033,26.6,406119,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2034,26.3,413590,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2035,25.9,421061,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2036,25.5,428233,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2037,25.1,435704,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2038,24.7,442876,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,TSAFE,AFRO:NIGERIA:ZAMFARA:TSAFE,2039,24.3,450347,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2010,37.8,383955,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2011,37.0,394778,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2012,36.2,406070,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2013,35.4,416893,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2014,34.6,428185,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2015,33.8,439478,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2016,33.3,449830,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2017,32.7,460652,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2018,32.1,471475,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2019,31.6,482297,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2020,31.0,493119,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2021,30.7,503941,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2022,30.4,514764,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2023,30.1,525586,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2024,29.7,536408,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2025,29.4,547231,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2026,29.1,558523,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2027,28.8,570287,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2028,28.4,581580,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2029,28.1,592872,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2030,27.8,604636,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2031,27.4,615929,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2032,27.0,627692,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2033,26.6,639455,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2034,26.3,651219,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2035,25.9,662982,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2036,25.5,674275,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2037,25.1,686038,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2038,24.7,697331,0.25,0.2,0.0,0.0,0.33
NIGERIA,ZAMFARA,ZURMI,AFRO:NIGERIA:ZAMFARA:ZURMI,2039,24.3,709094,0.25,0.2,0.0,0.0,0.33
